;full_text;created_at;retweet_count;favorite_count;retweeted
2503;RT @FreeWireTech: We’re thrilled about closing our $15M #SeriesA funding round with support from our partners, @BP_plc, @VolvoCarsFund, @SB…;Tue Dec 04 17:03:02 +0000 2018;8;0;False
2502;@Zeffania Hi Ben. Yes, you can fill up up to £100 with BPme. Even higher if you're using a fuel card. If you're having any issues with the app, please drop our support team a line at bpmeuk@bp.com and they'll look into it for you. Thanks ^AW;Tue Dec 04 17:34:49 +0000 2018;0;0;False
2501;@katej150 @nectar Hi Kate. OH no! Sorry about that 🙈 Hang on to the receipt and use it next time you're in. If you have any issues at all, just drop our Customer Careline Team an email at careline@bp.com and they'll help you out. Thanks ^AW;Tue Dec 04 17:39:08 +0000 2018;0;1;False
2500;".@BloombergNEF data presented by BNEF Head of Strategy Michael Wilshire at our recent #BPVentures event shows that digital technology is reducing costs &amp; improving performance across the #energy industry https://t.co/4SqL9SZh6D";Wed Dec 05 09:02:23 +0000 2018;1;14;False
2499;@cider_mad Hi Keith. Sorry you couldn't get any fuel. We've passed this on to our Customer Careline Team. Please can you let us know which BP sites you went to, so they can look into what happened? Thanks ^AW;Wed Dec 05 09:10:26 +0000 2018;0;0;False
2498;@TrudyCornwell Hi Trudy. Sorry to hear you've been charged twice. Please email our Customer Careline Team and they'll look into it for you. Their email address is careline@bp.com Thanks ^AW;Wed Dec 05 09:13:37 +0000 2018;0;0;False
2497;@Zeffania Ah sorry Ben, our mistake. Glad you made it back home OK. Thanks ^AW;Wed Dec 05 09:15:10 +0000 2018;0;0;False
2496;"Years of planning ✔️
Facing some of the #NorthSea’s harshest conditions ✔️
Ground-breaking technology ✔️
Discover the story of Clair Ridge ➡️ https://t.co/6NKgOweQvO https://t.co/Lzq8cFlAmc";Wed Dec 05 14:46:19 +0000 2018;9;33;False
2495;@jenuhh124 We are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any more details you have, including the site address. https://t.co/INHXF4AmFZ;Wed Dec 05 19:14:47 +0000 2018;0;0;False
2494;Shining bright over #PiccadillyCircus in #London in the 1960s 😍  #TBT -  copyright John Hinde Collection/John Hinde Archive @johnhindeprints https://t.co/l2uMjSk9ni;Thu Dec 06 10:31:05 +0000 2018;4;16;False
2493;"Collaboration taking us all to new heights. How #BPVentures is connecting &amp; growing new businesses: https://t.co/P1aYAmtjfX https://t.co/jnyY8G1TnD";Thu Dec 06 15:24:27 +0000 2018;5;21;False
2492;@Perfection7 Hi there. We're really sorry for the inconsistency with the store. We've passed it on to our Customer Careline Team, who will take a look into what's going on and give you an update. Thanks ^AW;Fri Dec 07 10:18:35 +0000 2018;0;0;False
2491;@Rinyah @PicknPay  we're sorry to hear you had a bad experience with swiping your Smart Shopper card at one of our BP Service Stations.  Please DM us your contact details so we can get in contact with you .;Fri Dec 07 12:01:19 +0000 2018;0;0;False
2490;@gummiberry @PicknPay @WildBeanCafeSA    We are sorry to hear you had a bad experience, our client service is important to us. Can you please DM us your details so we can get in contact with you to discuss further?;Fri Dec 07 12:04:13 +0000 2018;0;0;False
2489;@Fisokuh30515714 @PicknPay We're sorry to hear you had a bad experience with swiping your Smart Shopper card at one of our BP Service Stations.  Please DM us your contact details so we can get in contact with you.;Fri Dec 07 12:04:40 +0000 2018;0;0;False
2488;@MonsterMunchDP Hi Dave. We've passed this on to our Customer Careline Team to look into for you. Please can you let us know which BP site this was at? Thanks ^AW;Fri Dec 07 13:35:23 +0000 2018;0;0;False
2487;@benlaw Hi Ben. Sorry you're having trouble registering with the app. Please can you drop our support team a line at bpmeuk@bp.com and they'll look into it for you? Thanks ^AW;Fri Dec 07 13:37:56 +0000 2018;0;0;False
2486;"How many engineers does it take to build a giant structure in 25 metre waves &amp; winds of 120 knots? https://t.co/6NKgOweQvO #engineering https://t.co/QOn9Wafe4O";Fri Dec 07 13:51:47 +0000 2018;11;23;False
2485;Standing on the shoulders of giants - discover the Clair Ridge story: https://t.co/6NKgOweQvO https://t.co/bRhWJgGjFK;Sat Dec 08 08:51:08 +0000 2018;15;27;False
2484;In 1993, 10 lines of data led to the discovery of the Schiehallion field in the #NorthSea. Now Ronnie Parr, senior geophysicist at #BP, recalls how the landmark find was achieved: https://t.co/KNUTjg6ZES https://t.co/NrSKcnAMOQ;Sun Dec 09 12:36:22 +0000 2018;9;25;False
2483;Follow the link for 4️⃣ top tips ➡️ https://t.co/E28GOQNPOy https://t.co/tTuF7LEzp1;Mon Dec 10 08:28:04 +0000 2018;2;2;False
2482;"@cider_mad  Dear Keith,
Please accept our apologies for your bad experience!
I kindly ask you to send us an email to careline@bp.com (REF 1-7211962240) and we will look into it for you.

Kind regards,
Customer Care Team";Mon Dec 10 10:16:29 +0000 2018;0;0;False
2481;@StellaGraham Hi Stella. We're sorry you weren't happy with the steak slice. We've passed it on to our Customer Careline Team who will be in touch. If you could let them know where you bought it, that would be great. Thanks ^AW;Mon Dec 10 12:27:23 +0000 2018;0;0;False
2480;"Nothing “slow” about our response. BP was 1st to introduce near-term, hard targets for GHG emissions reductions from our ops (-3.5m tonnes by 2025 &amp; 0.2% methane intensity) while improving our products to help customers reduce their emissions &amp; growing low carbon businesses. https://t.co/KCT9XNWSvj";Mon Dec 10 13:26:48 +0000 2018;7;14;False
2479;@Perfection7 Thank you for your feedback and I'm sorry if this has caused any inconvenience. Could you please provide me with an exact date and time of your visit along with your email address? We'll be able to discuss this under reference 1-7220108150. Many thanks in advance. D.;Mon Dec 10 15:24:33 +0000 2018;0;0;False
2478;RT @BP_America: From space-tested #AI to “greener” concrete, BP’s venture investments in the #US are as diverse as the wider business portf…;Mon Dec 10 15:40:07 +0000 2018;8;0;False
2477;"@MonsterMunchDP 

Thank you for bringing this to our attention. I would be happy to look into this and if you wish to receive some feedback please kindly provide us your email address, so we can contact you afterwards. Your case ref 1-7220554997 Kind regards Careline Team";Mon Dec 10 19:51:31 +0000 2018;0;0;False
2476;"RT @JacobsConnects: In a challenging environment where temps can top 120°F &amp; with a diverse workforce the journey toward best-in-class safe…";Tue Dec 11 09:08:58 +0000 2018;8;0;False
2475;"With between 2-3,000 people working on tens of thousands of individual jobs, the turnaround at our #Gelsenkirchen Refinery is a huge project for our colleagues &amp; partners in #Germany https://t.co/GgpH3R1qOF https://t.co/IXyf2AAmDf";Tue Dec 11 10:31:12 +0000 2018;4;17;False
2474;@StellaGraham Dear Stella, Thank you for contacting us. Your feedback has been forwarded on to the relevant department. Please provide us with your email address so we can share their response with you. Alternatively email careline@bp.com your case ref # is 1-7223718077;Tue Dec 11 10:31:36 +0000 2018;0;0;False
2473;"As the world looks to gas to help lower #carbon emissions, the industry has to cut down on fugitive #methane emissions. BP wants to play a leading role &amp; has targeted a methane intensity of 0.2% of our marketed #gas
https://t.co/tAg5AQtvQr https://t.co/H2NdGmoqnP";Tue Dec 11 14:11:10 +0000 2018;4;19;False
2472;@9xjsR2Rb0WWKnYN Good morning, we recommend visiting https://t.co/RoaKIEJykU for information about current openings and how to apply.;Wed Dec 12 09:20:05 +0000 2018;0;1;False
2471;#Didyouknow the Clair field in the #NorthSea was discovered in 1977? Read the story of the second phase of development here: https://t.co/3O9V1wgomz https://t.co/3sR2H840Bh;Wed Dec 12 10:41:05 +0000 2018;2;6;False
2470;"RT @OneYoungWorld: How do we increase the share of #renewable energy by 2030? Supported by @BP_plc, #Lead2030 will fund &amp; support a youth-l…";Wed Dec 12 10:51:36 +0000 2018;3;0;False
2469;RT @OGCInews: Are you working on a promising technology or business model that can reduce CO2 via energy efficiency? Climate Investments is…;Wed Dec 12 11:10:08 +0000 2018;15;0;False
2468;"#BPVentures was set up more than 10 years ago to identify &amp; invest in private, high growth, game-changing #technology companies https://t.co/uvda62NbOP https://t.co/sWb07RP17K";Thu Dec 13 09:26:24 +0000 2018;2;7;False
2467;"The world needs more energy &amp; fewer carbon emissions. 
📽️ Watch to find out how we are tackling this dual challenge. https://t.co/P9oOcsoMWE";Thu Dec 13 14:18:21 +0000 2018;17;34;False
2466;As an investor in @FulcrumBio, we look forward to receiving sustainable aviation fuel from Centerpoint for our customers across the US. https://t.co/3a7MZBSf07;Thu Dec 13 20:42:57 +0000 2018;1;3;False
2465;"The 1st step towards a #lowcarbon future is to drive coal out of power. In 1998, it accounted for 38% of global fuel mix in the power sector. What was coal’s share last year? Vote &amp; read Bob Dudley's speech at @OneyoungWorld for the answer: https://t.co/O7LCriVcEU";Fri Dec 14 10:37:46 +0000 2018;2;2;False
2464;@stevenowottny Hi Steve, it sounds like something hasn’t happened as it should. We’ve asked our teams to look into this, so they’ll be in touch as soon as they’ve got an update for you. If you wish to speak to someone in the meantime, please get in touch at careline@bp.com. ^CF;Fri Dec 14 10:58:43 +0000 2018;0;0;False
2463;RT @BP_TandT: We are pleased to announce the sanction of the Cassia Compression and Matapal gas projects in Trinidad. https://t.co/glmzLxWq…;Fri Dec 14 19:39:31 +0000 2018;4;0;False
2462;#NAME?;Sat Dec 15 13:49:46 +0000 2018;0;0;False
2461;#NAME?;Sat Dec 15 13:55:04 +0000 2018;0;0;False
2460;📷 Clair Ridge looking magnificent - a great shot by @instagram user Andrew Painter to mark the start of production in the #NorthSea 🌊 https://t.co/3O9V1wgomz https://t.co/7hM9xOw09Z;Sat Dec 15 14:08:05 +0000 2018;7;37;False
2459;"Are you on 'par' with the best brains? 🧠🧠🧠 
Solve this #brainteaser &amp; let us know! Reply with your answer below 🏌️🏌️🏌️ https://t.co/1WStSmb8GH";Sun Dec 16 09:07:07 +0000 2018;7;25;False
2458;It's #WrightBrothers Day, a time to reflect on how far #aviation has come! BP fuelled the first jumbo jet to arrive in Australia - the @BoeingAirplanes 747B https://t.co/b05BvN14qB;Mon Dec 17 07:12:08 +0000 2018;1;13;False
2457;@SharpbluePix Drop an email with your details to socialmedia@bp.com;Mon Dec 17 08:12:07 +0000 2018;0;0;False
2456;@manda981 @KeepCup sorry to hear. The discount should be applied to all KeepCups, not just BP-branded ones. Please let me know which cafe this was at so I can speak with the store manager. Please DM me your name and address and I'll pop some free coffee cards in the post for you.;Mon Dec 17 08:13:26 +0000 2018;0;0;False
2455;@Run_amuk @VirginAustralia Hi, can you please let me know which servo this was at and when it last happened so I can look into it for you.;Mon Dec 17 08:14:10 +0000 2018;0;0;False
2454;#NAME?;Mon Dec 17 08:21:27 +0000 2018;0;1;False
2453;@NikkiBowlden Hi Nikki. We're really sorry the toilets weren't clean. We've passed this on to our Customer Careline Team, who will get it sorted. Thanks ^AW;Mon Dec 17 09:39:10 +0000 2018;0;0;False
2452;@izabellasilver Hi Izabella. We're sorry to hear this. Please can you email our Careline Team at careline@bp.com and they'll take a look into it for you. Thanks ^AW;Mon Dec 17 09:41:01 +0000 2018;0;0;False
2451;RT @DisruptionHub: ICYMI: EVs are yet to eclipse traditional vehicles - we talk to Roy Williamson of BP about what's holding EV adoption ba…;Mon Dec 17 09:47:44 +0000 2018;1;0;False
2450;@HughFW  Hi Hugh thanks for reaching out to us, we really value this kind of feedback. It’s a very interesting idea too, so we’ll pass this on internally and see what can be done. Thanks! ^AW;Mon Dec 17 11:42:46 +0000 2018;0;10;False
2449;"#OnThisDay  in 1954 we changed our name from AIOC to The British Petroleum Company &amp; marked the moment with a new sign outside our #London offices https://t.co/6gDN8TxfZY #history https://t.co/JShyXAXXFO";Mon Dec 17 13:26:05 +0000 2018;3;14;False
2448;"RT @BP_Press: #Sonangol &amp; @BP_plc agree to advance #BP’s activities in #Angola: https://t.co/yR0IahKI07 https://t.co/Kj8rQ03pUw";Mon Dec 17 13:26:10 +0000 2018;5;0;False
2447;"How special infrared 📷 are helping detect &amp; more accurately quantify #methane #emissions at our #Sangachal terminal in #Azerbaijan ➡️ https://t.co/BNlG8xELHt https://t.co/eSIpr1Ijw8";Tue Dec 18 09:18:13 +0000 2018;1;3;False
2446;Thanks for all the guesses - the right answer was 38% 👍 https://t.co/Zvr7McCvq4;Tue Dec 18 10:59:03 +0000 2018;2;2;False
2445;@christopherori Here you go: https://t.co/KUFWG9J4O9;Tue Dec 18 11:40:17 +0000 2018;0;0;False
2444;@shireenm1984 Here you go: https://t.co/AXttGPbGW4;Tue Dec 18 11:40:39 +0000 2018;0;0;False
2443;@Capituosto Here you go: https://t.co/7iEcAD22H8;Tue Dec 18 11:41:08 +0000 2018;0;0;False
2442;@AfricanusWandes Very good! Here's our answer https://t.co/UyJwcZLTij;Tue Dec 18 11:41:34 +0000 2018;0;0;False
2441;@baraiya_mukund Here you go: https://t.co/zNXkWqjacE;Tue Dec 18 11:41:56 +0000 2018;0;1;False
2440;@kwandhu Here you go: https://t.co/pZjsfRgCRW;Tue Dec 18 11:42:10 +0000 2018;0;0;False
2439;@SharpbluePix Here you go: https://t.co/RDN76G9hHk;Tue Dec 18 11:42:29 +0000 2018;0;0;False
2438;Thanks for all the guesses. Here's the answer ✅ https://t.co/jmp3LlSMb4;Tue Dec 18 11:44:06 +0000 2018;0;6;False
2437;"@NikkiBowlden  I'm really sorry to hear about these incidents but thank you for reporting. Would you be so kind as to provide me with your email address so we can discuss this under case ref. 1-7249505002?
I'm looking forward to hearing from you. Kind regards, David.";Tue Dec 18 12:10:49 +0000 2018;0;0;False
2436;Tackling #methane emissions is a key part of the #energy challenge: https://t.co/TKn4dbvJBB #climatechange https://t.co/45DubvMVrx;Tue Dec 18 14:19:22 +0000 2018;8;16;False
2435;@snoopakabigbird @InstaVoltUK Hi Mark, I'll pass on this comment to our EV team for you.;Tue Dec 18 14:51:39 +0000 2018;0;0;False
2434;"@alexandrajuls We are very sorry to hear about this experience. We'd appreciate if you could reach out to us at bpconsumer@bp.com or 1-800-333-3991 with any details you have, 
including the site address. https://t.co/INHXF4RY4z";Tue Dec 18 17:01:48 +0000 2018;0;0;False
2433;@marksandspencer @Bostondaddy2 Hi Lee. We're really sorry the toilets weren't up to scratch. We've passed this on to our Customer Careline Team to get it sorted. Thanks ^AW;Wed Dec 19 08:40:15 +0000 2018;0;0;False
2432;RT @ABInBev_EU: We just closed the largest unsubsidised #SolarPower energy deal in U.K. history in partnership with @LightsourceBP. https:/…;Wed Dec 19 09:24:18 +0000 2018;6;0;False
2431;"Great news. Congrats @LightsourceBP &amp; @BudweiserUK 👏👏🍻🌞 https://t.co/wVgcz8XIr2";Wed Dec 19 11:13:19 +0000 2018;3;16;False
2430;"@AllanRankine @BP_UK Hi Allan, We will be leaving Nectar next year so this is very unlikely to happen. However we will have a new BP scheme so I will pass this on this comment to that team to see what can be done. All the best
MJ";Wed Dec 19 15:30:01 +0000 2018;0;1;False
2429;Well done Ross - what a journey 👏 https://t.co/nXK9fSOS4W;Wed Dec 19 16:28:27 +0000 2018;2;15;False
2428;@benjamin3767 Hi Ben. We're really sorry about this. We've passed it on to our Customer Careline Team who will be in touch and look into what happened. Thanks ^AW;Thu Dec 20 08:10:14 +0000 2018;0;0;False
2427;"RT @Agitos: 3.85 million persons with disabilities are now in employment in 🇬🇧, nearly 1 million more than 5 years ago. 

Watch now the 3rd…";Thu Dec 20 09:28:45 +0000 2018;14;0;False
2426;#TBT to the 1950s and these festive printed issues of #BPMagazine! Today BP Magazine is available as a digital publication https://t.co/F2Xb9b11Wd https://t.co/YDNetU0HjZ;Thu Dec 20 10:08:09 +0000 2018;0;3;False
2425;Many congratulations to Dame Angela Strank, DBE, who has been awarded the honorary degree of Doctor of Science, by the @RoyalHolloway University of London. https://t.co/CXGVCyTeTY https://t.co/047C5a9wtF;Thu Dec 20 11:35:11 +0000 2018;5;37;False
2424;"RT @dpradhanbjp: Met with Mr. David Eyton, Head of technology @BP_plc &amp; his team, along with officials from @PetroleumMin &amp; other energy st…";Thu Dec 20 18:20:01 +0000 2018;162;0;False
2423;@___Neb___  Hi Neb, I'm sorry to hear about your bad experience. If you could kindly send us an email with full details to careline@bp.com we would be happy to look into this. Many thanks, Careline Team;Thu Dec 20 19:28:46 +0000 2018;0;0;False
2422;#NAME?;Fri Dec 21 08:26:53 +0000 2018;0;0;False
2421;#NAME?;Fri Dec 21 08:42:19 +0000 2018;0;0;False
2420;#NAME?;Fri Dec 21 09:24:17 +0000 2018;0;0;False
2419;"Everything you need to know about courage 💪 &amp; resolve in 86 seconds. Watch Aya’s story below 👇 #EnergyWithin https://t.co/EfcFpBUB4n";Fri Dec 21 09:38:00 +0000 2018;95;812;False
2418;RT @BP_Press: New chapter for #Africa’s energy story as Greater Tortue Ahmeyim, an innovative cross-border gas development off the coast of…;Fri Dec 21 12:49:10 +0000 2018;23;0;False
2417;🎥 Watch how a @LightsourceBP solar ☀️ farm comes together.. in a minute https://t.co/MOgK5soIjB;Fri Dec 21 15:24:45 +0000 2018;6;8;False
2416;#NAME?;Fri Dec 21 16:51:50 +0000 2018;0;0;False
2415;A major new landmark, and source of energy, for the UK. The story behind Clair Ridge: https://t.co/6NKgOweQvO https://t.co/7MQQlWWTDO;Sat Dec 22 14:51:05 +0000 2018;10;21;False
2414;"@NickPCousins  Hi Nick Sorry for any inconvenience. I've shared your issue with our teams, who will be in touch soon. 
If you wish to speak to someone in the meantime, please get in touch at BPmeUK@bp.com. Thanks ^BW";Sat Dec 22 16:37:26 +0000 2018;0;0;False
2413;#NAME?;Sat Dec 22 16:40:00 +0000 2018;0;0;False
2412;We're sharing of our BP Magazine top reads of the year over the holiday period. First up, a look at a year in the global #energy markets: https://t.co/WKFpJEw0tm https://t.co/Q5ypsppDhX;Sun Dec 23 11:54:08 +0000 2018;4;13;False
2411;@andrewharnett1 Hi Andrew. We're really sorry you got a parking ticket. Please email our Customer Careline Team at careline@bp.com with the details and they'll take a look into it for you. Thanks ^AW;Mon Dec 24 09:17:24 +0000 2018;0;0;False
2410;@tomwright1964 @AmexUK Hi Tom. We're really sorry you've been having some trouble with the app. Please email our support team at bpmeuk@bp.com and they'll take a look into what's going on. Thanks ^AW;Mon Dec 24 09:20:05 +0000 2018;0;0;False
2409;Not just for the #festive season...the #ChristmasTree 🎄 we use all year round 😉 https://t.co/iQohwRfQts;Mon Dec 24 10:39:18 +0000 2018;24;96;False
2408;"New starts.
New looks 
A farewell. 
Check out our 📸 of the year: https://t.co/apsqCCnqOA https://t.co/mFsPq8fwlX";Mon Dec 24 15:18:18 +0000 2018;5;13;False
2407;The holidays are about bringing people together. Season’s Greetings from our family to yours! #HappyChristmas https://t.co/NgEyoahQHK;Tue Dec 25 09:26:11 +0000 2018;4;21;False
2406;Out of this world - how @Castrol keeps  @NASAInSight lander moving. One of our BP Magazine top reads of the year:  https://t.co/ALBm5XhHas https://t.co/RxVV4FnZ1Y;Wed Dec 26 13:54:13 +0000 2018;2;3;False
2405;@hawtinl Hope the Calpol helped!;Thu Dec 27 07:44:39 +0000 2018;0;0;False
2404;#NAME?;Thu Dec 27 07:48:38 +0000 2018;0;1;False
2403;#NAME?;Thu Dec 27 07:49:07 +0000 2018;0;0;False
2402;"From Martian winds to Shetland storms, our top reads of the year cover #BP’s activities far &amp; wide. Sign up to get more great BP news, straight to your inbox: https://t.co/SOhi39e2J8 https://t.co/KLxz1kWwJC";Thu Dec 27 12:07:11 +0000 2018;6;21;False
2401;@JamieTankLaxton Hi Jamie. We're really sorry to hear this. We certainly expect our staff to be polite and courteous to our customers. We've passed it on to our Customer Careline Team who will be in touch. Please could you let us know where it happened? Thanks ^AW;Fri Dec 28 08:53:41 +0000 2018;0;0;False
2400;@JamieTankLaxton I'm sorry for the unpleasant experience. In order to look into this, could you please provide me with your email address along with the store's location and the date and time of your visit? I will email you back from under reference 1-7282016868. Many thanks, D.;Fri Dec 28 13:12:06 +0000 2018;0;0;False
2399;How people powered one of the world’s largest energy projects. The latest of our BP Magazine top reads of the year looks at the human stories behind #ShahDeniz 2: https://t.co/RmZcg0AcVS https://t.co/75n09nGSI0;Sun Dec 30 10:28:07 +0000 2018;3;15;False
2398;A charging game-changer for the energy future? Our latest BP Magazine top read of the year looks at the potential of #battery technology: https://t.co/7LxTfYvpb8 https://t.co/zzuSlFIJci;Mon Dec 31 10:27:10 +0000 2018;2;6;False
2397;We look forward to an exciting 2019 #HappyNewYear! https://t.co/wwzw6vQ8y2;Tue Jan 01 07:26:22 +0000 2019;7;38;False
2396;Adopting #technology to transform the way we work - how #3Dprinting could change the oil industry’s supply chain:  https://t.co/c2IHgeQdy8 https://t.co/fnYPB222WF;Wed Jan 02 13:41:06 +0000 2019;13;25;False
2395;"Using #technology to tackle 💪  #methane emissions in our operations ➡️
https://t.co/BNlG8xELHt https://t.co/lrUSUlpvcQ";Thu Jan 03 10:22:21 +0000 2019;6;15;False
2394;You never know what could happen when you stop off at a @BP_America gas station…😏😉 https://t.co/R4pyET88eZ;Thu Jan 03 12:02:43 +0000 2019;3;13;False
2393;RT @BP_UK: We’re aware customers are having some issues using BPme today. We apologise for the inconvenience, we’re working away on resolvi…;Fri Jan 04 12:13:15 +0000 2019;4;0;False
2392;RT @BP_UK: We're happy to let you know that BPme is back up and running again. We're sorry for any inconvenience caused.;Fri Jan 04 15:20:47 +0000 2019;6;0;False
2391;Can you work out where in the world this is? 🤔🌎 Reply with your guess! https://t.co/v6WDI0FoZK;Sat Jan 05 15:34:11 +0000 2019;26;103;False
2390;"The world needs more energy &amp; fewer carbon emissions. 
📽️ Watch to find out how we are tackling this dual challenge. https://t.co/B5H8Ooh0la";Sun Jan 06 14:18:24 +0000 2019;15;47;False
2389;"""Our BPX team has been doing some amazing things that target early detection &amp; quick intervention of #methane."" Bernard Looney, #BP’s head of Upstream: https://t.co/7Fq1RN8OPv #sustainability https://t.co/BZAY9W4CeV";Mon Jan 07 15:23:10 +0000 2019;5;16;False
2388;@ElectricBrahms Hi there, I'm just chasing an answer for you please bear with me.;Tue Jan 08 08:38:13 +0000 2019;0;1;False
2387;@PeterBrazier Apologies for the delay in answer. I'm chasing a response at the moment.;Tue Jan 08 08:39:21 +0000 2019;0;1;False
2386;@serichards That would be really handy! I'm just trying to find out if we have this yet -  will let you know soon.;Tue Jan 08 08:40:43 +0000 2019;0;1;False
2385;Not your average commute - workers make their way across the gangway connecting the crew change vessel to the West Azeri platform in the Caspian Sea https://t.co/JL6w1CSKnQ #Azerbaijan https://t.co/zltbbeZhut;Tue Jan 08 08:53:06 +0000 2019;9;23;False
2384;RT @BP_Press: Advanced #technology has revealed additional oil in our existing #GulfofMexico fields. Read more about how we’re growing prod…;Tue Jan 08 14:56:27 +0000 2019;15;0;False
2383;"@clairefrwordley @BP_Press Global energy demand is projected to rise by as much as one third by 2040 &amp; the world needs fuel of all types to meet this demand. Oil &amp; gas are affordable, abundant &amp; flexible sources of energy – &amp; can sustainably contribute to meet that demand ½";Tue Jan 08 15:56:39 +0000 2019;0;0;False
2382;"@clairefrwordley @BP_Press The combination of this growing demand &amp; the natural decline rate of existing reservoirs mean continued investment in, &amp; development of, oil &amp; gas will be essential. That doesn’t mean we expect it all to be produced, but it does mean it’s vital for our industry to keep investing.";Tue Jan 08 15:57:12 +0000 2019;0;0;False
2381;"@TheClanMacLeod @BP_NewZealand    
Hi Alister, sorry or the inconvenience. Unfortunately some sites and pumps are on prepay. Have you tried using BPMe to Pay in Car?";Wed Jan 09 09:34:15 +0000 2019;0;0;False
2380;"Thanks for your guesses! This photo is from...Trinidad &amp; Tobago 🇹🇹";Wed Jan 09 11:02:31 +0000 2019;1;5;False
2379;"What role does our board play in leading #BP towards a sustainable future? We have answered this &amp; other key questions from stakeholders in our #sustainabilityreport https://t.co/uj8bAQcMbi https://t.co/16ISs10hDF";Wed Jan 09 13:14:10 +0000 2019;3;10;False
2378;"@ElectricBrahms   
BP Chargemaster will begin the rollout of 150kW ultra-rapid chargers on BP forecourts, providing the fastest rate of charging for electric cars currently on the market. Planning for the forecourt rollout is underway. We will communicating further details asap";Wed Jan 09 17:26:27 +0000 2019;13;18;False
2377;#NAME?;Wed Jan 09 17:27:40 +0000 2019;0;0;False
2376;@serichards Hi Suzy, not yet I'm afraid. The planning for the forecourt rollout is underway and we will be communicating further details once the first units are installed.;Wed Jan 09 17:28:35 +0000 2019;0;1;False
2375;We've partnered with 66iFuels to open our first #ElectricVehicles charging station in #China, the biggest #EV market in the world!! 🔌🚗⚡ https://t.co/lsZBhjXn85;Thu Jan 10 06:34:11 +0000 2019;16;43;False
2374;RT @BP_UK: A blast from the past! Who remembers this forecourt from the 80s?  Find out more about BP's history https://t.co/cJpl59AMKN  #TB…;Thu Jan 10 12:53:00 +0000 2019;6;0;False
2373;@evexplain At this stage I can't answer that question, but as soon as the first units are ready for installation we will communicate further.;Thu Jan 10 13:19:49 +0000 2019;1;0;False
2372;@roadster2021 It's a little early to say I'm afraid but I do hope so!  The planning for the forecourt rollout is underway and we will be communicating further details once the first units are installed.;Thu Jan 10 13:23:00 +0000 2019;0;0;False
2371;Tackling #methane emissions is a key part of the #energy challenge: https://t.co/TKn4dbvJBB #climatechange https://t.co/EGjBFG9myM;Fri Jan 11 08:56:25 +0000 2019;4;11;False
2370;"Fancy a weekend #brainteaser?🧠🧠🧠

Comment below with your answer https://t.co/sf8LUELQze";Sat Jan 12 10:08:05 +0000 2019;4;29;False
2369;"Collaboration taking us all to new heights. How #BPVentures is connecting &amp; growing new businesses: https://t.co/P1aYAmtjfX https://t.co/WbMGY70TpA";Sun Jan 13 14:57:31 +0000 2019;3;21;False
2368;@WarehamAndrew Hi Andrew, I'm really sorry but at this stage I'm not able to provide ananswer.  The planning for the forecourt rollout is underway and we will be communicating further details, including pricing once the first units are installed.;Mon Jan 14 09:14:24 +0000 2019;0;0;False
2367;"RT @BP_Oman: #BP is committed to delivering long-term gas production for #Oman, as @BP_plc &amp; @eni signed a heads of agreement with @Mog_Oma…";Mon Jan 14 09:17:56 +0000 2019;24;0;False
2366;@Tiger7201  Hi Baz. We're really sorry this happened, we certainly expect our staff to be more helpful than that. We've passed it on to our Customer Careline Team who will be in touch. Thanks ^AW;Mon Jan 14 13:16:12 +0000 2019;0;0;False
2365;@ODwyer_G Hi Georgie. We're really sorry for the mix-up with your Wotsits. If you email our Customer Careline Team at careline@bp.com with the details and the receipt, they'll take a look into it for you. Thanks ^AW;Mon Jan 14 13:20:13 +0000 2019;0;0;False
2364;@jonqualtrough @marksandspencer Hi Jon. Thanks for getting in touch. We've passed this on to our Customer Careline Team who will take a look into it and get back to you. Thanks ^AW;Tue Jan 15 08:28:04 +0000 2019;0;0;False
2363;#NAME?;Tue Jan 15 12:17:24 +0000 2019;0;0;False
2362;Are you ready to explore the forces shaping the #energy transition➡️ https://t.co/V6qjFlexos #BPstats https://t.co/sQwfBJMKYj;Tue Jan 15 13:36:20 +0000 2019;10;25;False
2361;What will have the biggest impact on the future of #mobility? 🚗 https://t.co/L5HdjS6YlM;Wed Jan 16 10:22:54 +0000 2019;2;11;False
2360;@Tiger7201 Hi Baz, Thank you for reporting this, it is certainly not a stantard practice,we are very sorry for this.Please let us know a site name /postcode, date and time by sending an email to careline@bp.com REF: 1-7349887193 and we will forward it to the relevant site.;Wed Jan 16 15:00:48 +0000 2019;0;0;False
2359;Great job everyone, thanks for your guesses! Here's the answer... https://t.co/MEXphxjjvq;Thu Jan 17 09:45:26 +0000 2019;1;9;False
2358;RT @BP_America: Can your computer map the ocean floor in a few weeks? Ours can. And it’s helping us find additional oil from existing Gulf…;Thu Jan 17 16:19:17 +0000 2019;13;0;False
2357;@jonqualtrough Hi Jon, many thanks for bringing this to our attention. Could you please email us on careline@bp.com with date/time of your last visit so we can look into this with a relevant manager?  Your ref: 1-7355404425 Careline Team;Fri Jan 18 13:29:58 +0000 2019;0;0;False
2356;What does the road ahead look like? https://t.co/L5HdjRPmXc #mobility https://t.co/xYR3Z2pKxz;Fri Jan 18 15:14:09 +0000 2019;4;16;False
